code_iris,Animation,Commerces et services de proximité,Culture et loisirs,Enseignement,Espaces verts,Santé,Services,Sport,Sécurité,Tourisme,Transports,prix_m2_median,arrondissement
751124610.0,0.041884816753926704,0.024329382407985028,0.0,0.037037037037037035,0.0,0.15942028985507245,0.00967741935483871,0.0,0.0,0.009009009009009009,0.009523809523809525,9371.42857142857,12
751124611.0,0.08376963350785341,0.032439176543980035,0.0,0.0,0.0,0.14492753623188406,0.03225806451612903,0.07500000000000001,0.0,0.018018018018018018,0.01904761904761905,9371.42857142857,12
751124612.0,0.13089005235602094,0.040548970679975045,0.0,0.07407407407407407,0.07142857142857142,0.12077294685990338,0.04516129032258064,0.025,0.25,0.04504504504504504,0.014285714285714287,9371.42857142857,12
751124613.0,0.10471204188481675,0.032439176543980035,0.0,0.18518518518518517,0.3571428571428571,0.18357487922705312,0.041935483870967745,0.15000000000000002,0.25,0.0,0.030952380952380953,9371.42857142857,12
751124614.0,0.04712041884816754,0.02744853399875234,0.14285714285714285,0.0,0.07142857142857142,0.34782608695652173,0.041935483870967745,0.025,0.0,0.02702702702702703,0.02380952380952381,9371.42857142857,12
751124615.0,0.06282722513089006,0.019962570180910792,0.0,1.0,0.0,0.13526570048309178,0.02903225806451613,0.0,0.0,0.02702702702702703,0.030952380952380953,9371.42857142857,12
751124616.0,0.06806282722513089,0.047411104179663134,0.0,0.37037037037037035,0.07142857142857142,0.26570048309178745,0.03225806451612903,0.2,0.0,0.009009009009009009,0.06666666666666668,9371.42857142857,12
751124617.0,0.05235602094240838,0.07174048658764816,0.0,0.2962962962962963,0.0,0.23671497584541062,0.01935483870967742,0.025,0.0,0.036036036036036036,0.002380952380952381,9371.42857142857,12
751124618.0,0.02617801047120419,0.011852776044915784,0.0,0.0,0.0,0.24637681159420288,0.0064516129032258064,0.025,0.0,0.009009009009009009,0.01904761904761905,9371.42857142857,12
751124619.0,0.07329842931937174,0.0330630068621335,0.14285714285714285,0.07407407407407407,0.2857142857142857,0.12560386473429952,0.03870967741935484,0.225,0.0,0.02702702702702703,0.04285714285714286,9371.42857142857,12
751124620.0,0.08900523560209425,0.023081721771678103,0.0,0.1111111111111111,0.0,0.08212560386473429,0.012903225806451613,0.0,0.0,0.018018018018018018,0.02142857142857143,9371.42857142857,12
751124621.0,0.12041884816753927,0.02994385527136619,0.0,0.25925925925925924,0.07142857142857142,0.16908212560386474,0.012903225806451613,0.025,0.0,0.05405405405405406,0.03333333333333334,9371.42857142857,12
751124622.0,0.06806282722513089,0.03867747972551466,0.0,0.25925925925925924,0.07142857142857142,0.13526570048309178,0.0064516129032258064,0.025,0.0,0.009009009009009009,0.03333333333333334,9371.42857142857,12
751124623.0,0.12041884816753927,0.023705552089831567,0.14285714285714285,0.07407407407407407,0.07142857142857142,0.4106280193236715,0.04516129032258064,0.05,0.0,0.02702702702702703,0.05238095238095239,9371.42857142857,12
751124624.0,0.09424083769633508,0.020586400499064253,0.0,0.0,0.07142857142857142,0.23671497584541062,0.041935483870967745,0.05,0.0,0.04504504504504504,0.01904761904761905,9371.42857142857,12
751124677.0,0.041884816753926704,0.0012476606363069245,0.2857142857142857,0.18518518518518517,0.3571428571428571,0.05797101449275362,0.0032258064516129032,1.0,0.25,0.0,0.05952380952380953,9371.42857142857,12
751124701.0,0.09424083769633508,0.009981285090455396,0.14285714285714285,0.14814814814814814,0.07142857142857142,0.05797101449275362,0.012903225806451613,0.07500000000000001,0.0,0.0,0.03571428571428572,9371.42857142857,12
751124702.0,0.1780104712041885,0.010605115408608859,0.0,0.07407407407407407,0.0,0.08212560386473429,0.02258064516129032,0.025,0.0,0.009009009009009009,0.0642857142857143,9371.42857142857,12
751124703.0,0.05235602094240838,0.02994385527136619,0.0,0.1111111111111111,0.07142857142857142,0.12560386473429952,0.025806451612903226,0.025,0.0,0.018018018018018018,0.05238095238095239,9371.42857142857,12
751124704.0,0.03664921465968587,0.01372426699937617,0.0,0.0,0.0,0.10144927536231883,0.016129032258064516,0.0,0.0,0.018018018018018018,0.01904761904761905,9371.42857142857,12
751124705.0,0.09424083769633508,0.023081721771678103,0.14285714285714285,0.0,0.0,0.07246376811594203,0.00967741935483871,0.025,0.5,0.02702702702702703,0.06666666666666668,9371.42857142857,12
751124706.0,0.08900523560209425,0.022457891453524642,0.14285714285714285,0.037037037037037035,0.0,0.0,0.00967741935483871,0.05,0.0,0.02702702702702703,0.01666666666666667,9371.42857142857,12
751124707.0,0.0,0.002495321272613849,0.0,0.0,0.0,0.00966183574879227,0.02903225806451613,0.07500000000000001,0.25,0.0,0.01904761904761905,9371.42857142857,12
751124708.0,0.02617801047120419,0.0037429819089207735,0.0,0.0,0.14285714285714285,0.033816425120772944,0.0,0.15000000000000002,0.0,0.018018018018018018,0.04285714285714286,9371.42857142857,12
751124799.0,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9371.42857142857,12
751124801.0,0.2094240837696335,0.08796007485963818,0.0,0.07407407407407407,0.07142857142857142,0.4154589371980676,0.04838709677419355,0.025,0.0,0.09009009009009009,0.04047619047619048,9371.42857142857,12
751124802.0,0.09424083769633508,0.018091079226450407,0.14285714285714285,0.1111111111111111,0.07142857142857142,0.10628019323671498,0.0064516129032258064,0.025,0.0,0.04504504504504504,0.030952380952380953,9371.42857142857,12
